gameid,leagueid,hometeamid,awayteamid,year,homegoals,awaygoals
13092,2,94,97,2019,1,1
13093,2,95,101,2019,3,3
13094,2,102,96,2019,0,3
13095,2,221,107,2019,2,3
13096,2,113,104,2019,2,1
13097,2,116,242,2019,0,1
13098,2,106,243,2019,4,0
13099,2,97,221,2019,1,0
13100,2,111,242,2019,1,0
13101,2,98,105,2019,4,3
13102,2,96,95,2019,1,1
13103,2,243,94,2019,0,1
13104,2,107,113,2019,2,3
13105,2,116,106,2019,1,2
13106,2,101,110,2019,2,1
13107,2,104,102,2019,4,1
13108,2,99,230,2019,1,3
13109,2,242,97,2019,3,4
13110,2,110,98,2019,0,0
13111,2,101,107,2019,1,2
13112,2,94,111,2019,0,1
13113,2,106,99,2019,1,0
13114,2,105,102,2019,2,0
13115,2,230,116,2019,1,3
13116,2,95,104,2019,4,2
13117,2,221,96,2019,2,1
13118,2,113,243,2019,1,2
13119,2,107,110,2019,2,2
13120,2,97,95,2019,1,2
13121,2,116,101,2019,3,1
13122,2,98,94,2019,2,1
13123,2,96,230,2019,2,0
13124,2,243,105,2019,1,4
13125,2,111,106,2019,0,2
13126,2,102,113,2019,1,0
13127,2,104,221,2019,3,0
13128,2,99,242,2019,0,1
13129,2,242,98,2019,1,2
13130,2,110,102,2019,2,1
13131,2,101,97,2019,0,0
13132,2,94,99,2019,0,0
13133,2,106,96,2019,1,0
13134,2,105,116,2019,0,1
13135,2,230,104,2019,1,0
13136,2,95,107,2019,0,2
13137,2,221,243,2019,1,3
13138,2,113,111,2019,2,1
13139,2,116,94,2019,1,1
13140,2,98,221,2019,2,0
13141,2,96,101,2019,4,0
13142,2,243,95,2019,0,1
13143,2,111,110,2019,1,3
13144,2,105,242,2019,2,1
13145,2,230,113,2019,3,2
13146,2,102,106,2019,1,3
13147,2,104,107,2019,1,4
13148,2,99,97,2019,1,0
13149,2,107,243,2019,3,1
13150,2,97,96,2019,2,2
13151,2,242,104,2019,0,2
13152,2,110,99,2019,1,0
13153,2,101,111,2019,1,2
13154,2,94,102,2019,2,0
13155,2,106,98,2019,1,2
13156,2,95,116,2019,1,1
13157,2,221,230,2019,1,0
13158,2,113,105,2019,0,0
13159,2,242,110,2019,0,0
13160,2,116,221,2019,2,0
13161,2,98,97,2019,2,1
13162,2,96,107,2019,3,3
13163,2,111,243,2019,2,2
13164,2,105,94,2019,2,0
13165,2,230,101,2019,5,1
13166,2,102,95,2019,0,0
13167,2,104,106,2019,3,4
13168,2,99,113,2019,1,0
13169,2,107,99,2019,7,1
13170,2,97,102,2019,2,1
13171,2,110,96,2019,1,2
13172,2,101,242,2019,3,1
13173,2,94,104,2019,0,1
13174,2,106,230,2019,2,2
13175,2,243,98,2019,1,1
13176,2,95,111,2019,2,1
13177,2,221,105,2019,1,1
13178,2,113,116,2019,1,1
13179,2,242,106,2019,1,2
13180,2,116,97,2019,3,2
13181,2,98,101,2019,2,1
13182,2,96,113,2019,4,0
13183,2,111,221,2019,1,0
13184,2,105,107,2019,2,2
13185,2,230,94,2019,0,1
13186,2,102,243,2019,1,1
13187,2,104,110,2019,1,2
13188,2,99,95,2019,0,4
13189,2,107,116,2019,0,2
13190,2,97,106,2019,1,2
13191,2,110,230,2019,1,1
13192,2,101,99,2019,1,3
13193,2,94,242,2019,2,1
13194,2,243,104,2019,2,2
13195,2,111,96,2019,1,2
13196,2,95,105,2019,2,1
13197,2,221,102,2019,0,1
13198,2,113,98,2019,0,1
13199,2,242,113,2019,0,4
13200,2,116,110,2019,5,2
13201,2,106,94,2019,2,1
13202,2,98,111,2019,1,0
13203,2,96,243,2019,4,2
13204,2,105,101,2019,0,0
13205,2,230,95,2019,2,0
13206,2,102,107,2019,0,0
13207,2,104,97,2019,3,1
13208,2,99,221,2019,0,0
13209,2,107,98,2019,1,3
13210,2,97,230,2019,2,2
13211,2,94,110,2019,1,0
13212,2,243,116,2019,2,2
13213,2,111,105,2019,1,1
13214,2,95,242,2019,3,0
13215,2,102,99,2019,2,1
13216,2,104,96,2019,1,2
13217,2,221,101,2019,1,1
13218,2,113,106,2019,0,3
13219,2,242,107,2019,0,3
13220,2,116,102,2019,4,3
13221,2,110,243,2019,0,1
13222,2,101,113,2019,0,1
13223,2,94,95,2019,1,3
13224,2,106,221,2019,2,1
13225,2,98,104,2019,2,2
13226,2,96,99,2019,3,0
13227,2,105,97,2019,1,2
13228,2,230,111,2019,0,1
13229,2,107,94,2019,3,2
13230,2,97,111,2019,2,3
13231,2,106,95,2019,0,0
13232,2,96,98,2019,3,1
13233,2,243,101,2019,2,2
13234,2,102,230,2019,0,1
13235,2,104,116,2019,2,2
13236,2,221,242,2019,0,1
13237,2,113,110,2019,2,1
13238,2,99,105,2019,1,1
13239,2,97,107,2019,2,1
13240,2,242,243,2019,3,0
13241,2,116,96,2019,1,2
13242,2,110,106,2019,1,1
13243,2,101,102,2019,0,1
13244,2,94,113,2019,3,3
13245,2,98,99,2019,3,1
13246,2,111,104,2019,0,0
13247,2,105,230,2019,1,2
13248,2,95,221,2019,3,1
13249,2,107,111,2019,5,0
13250,2,110,95,2019,1,4
13251,2,106,101,2019,4,0
13252,2,96,94,2020,0,0
13253,2,243,97,2019,2,3
13254,2,230,242,2019,1,1
13255,2,102,98,2019,1,2
13256,2,104,105,2019,1,2
13257,2,113,221,2019,1,2
13258,2,99,116,2019,2,1
13259,2,107,230,2020,5,0
13260,2,97,110,2020,1,1
13261,2,242,96,2020,1,2
13262,2,101,104,2020,2,1
13263,2,98,116,2020,4,0
13264,2,243,99,2020,0,1
13265,2,111,102,2020,0,0
13266,2,105,106,2020,1,3
13267,2,95,113,2020,0,2
13268,2,221,94,2020,0,2
13269,2,116,111,2020,0,2
13270,2,110,221,2020,1,0
13271,2,94,101,2020,2,1
13272,2,106,107,2020,1,1
13273,2,96,105,2020,1,0
13274,2,230,243,2020,2,0
13275,2,95,98,2020,1,2
13276,2,102,242,2020,5,1
13277,2,113,97,2020,1,0
13278,2,99,104,2020,3,0
13279,2,107,221,2020,1,2
13280,2,97,94,2020,1,1
13281,2,242,116,2020,2,2
13282,2,101,95,2020,1,3
13283,2,98,230,2020,2,1
13284,2,96,102,2020,5,1
13285,2,243,106,2020,1,1
13286,2,111,99,2020,3,2
13287,2,105,110,2020,0,2
13288,2,104,113,2020,2,1
13289,2,242,111,2020,0,1
13290,2,110,101,2020,0,0
13291,2,106,116,2020,1,1
13292,2,105,98,2020,2,1
13293,2,230,99,2020,2,0
13294,2,95,96,2020,1,1
13295,2,102,104,2020,0,0
13296,2,221,97,2020,1,3
13297,2,113,107,2020,0,7
13298,2,94,243,2020,3,0
13299,2,107,101,2020,2,2
13300,2,97,242,2020,2,1
13301,2,116,230,2020,2,2
13302,2,98,110,2020,3,0
13303,2,96,221,2020,5,1
13304,2,243,113,2020,4,0
13305,2,111,94,2020,1,1
13306,2,102,105,2020,2,4
13307,2,104,95,2020,4,2
13308,2,99,106,2020,0,2
13309,2,242,99,2020,1,1
13310,2,110,107,2020,1,2
13311,2,101,116,2020,1,0
13312,2,106,111,2020,4,2
13313,2,105,243,2020,2,3
13314,2,230,96,2020,0,1
13315,2,95,97,2020,2,3
13316,2,221,104,2020,1,2
13317,2,113,102,2020,1,3
13318,2,94,98,2020,2,1
13319,2,107,95,2020,2,1
13320,2,97,101,2020,0,3
13321,2,116,105,2020,0,1
13322,2,98,242,2020,2,0
13323,2,96,106,2020,2,1
13324,2,243,221,2020,2,1
13325,2,111,113,2020,1,0
13326,2,102,110,2020,1,5
13327,2,104,230,2020,0,1
13328,2,99,94,2020,0,0
13329,2,107,104,2020,4,1
13330,2,97,99,2020,1,1
13331,2,242,105,2020,1,2
13332,2,110,111,2020,1,1
13333,2,101,96,2020,2,3
13334,2,106,102,2020,2,1
13335,2,95,243,2020,4,0
13336,2,221,98,2020,1,2
13337,2,113,230,2020,1,1
13338,2,94,116,2020,2,1
13339,2,116,95,2020,3,4
13340,2,98,106,2020,2,0
13341,2,96,97,2020,2,0
13342,2,243,107,2020,2,7
13343,2,111,101,2020,1,2
13344,2,105,113,2020,2,1
13345,2,230,221,2020,0,1
13346,2,102,94,2020,2,1
13347,2,104,242,2020,3,0
13348,2,99,110,2020,0,0
13349,2,107,96,2020,3,2
13350,2,97,98,2020,0,2
13351,2,110,242,2020,1,1
13352,2,101,230,2020,1,4
13353,2,106,104,2020,3,3
13354,2,243,111,2020,1,4
13355,2,95,102,2020,2,1
13356,2,221,116,2020,0,1
13357,2,113,99,2020,1,0
13358,2,94,105,2020,0,2
13359,2,242,101,2020,2,2
13360,2,116,113,2020,4,2
13361,2,98,243,2020,4,0
13362,2,96,110,2020,2,1
13363,2,111,95,2020,2,0
13364,2,105,221,2020,3,1
13365,2,230,106,2020,1,2
13366,2,102,97,2020,1,2
13367,2,104,94,2020,3,3
13368,2,99,107,2020,2,3
13369,2,107,105,2020,2,0
13370,2,97,116,2020,1,1
13371,2,110,104,2020,1,3
13372,2,101,98,2020,1,3
13373,2,94,230,2020,3,2
13374,2,113,96,2020,1,2
13375,2,221,111,2020,2,2
13376,2,95,99,2020,0,2
13377,2,243,102,2020,1,2
13378,2,106,242,2020,6,0
13379,2,96,111,2020,0,3
13380,2,105,95,2020,2,1
13381,2,230,110,2020,1,2
13382,2,102,221,2020,3,0
13383,2,104,243,2020,4,2
13384,2,99,101,2020,2,2
13385,2,242,94,2020,2,0
13386,2,116,107,2020,0,1
13387,2,106,97,2020,1,2
13388,2,98,113,2020,4,1
13389,2,107,102,2020,2,0
13390,2,97,104,2020,1,2
13391,2,110,116,2020,0,0
13392,2,101,105,2020,1,2
13393,2,243,96,2020,2,1
13394,2,111,98,2020,4,2
13395,2,95,230,2020,2,1
13396,2,221,99,2020,0,3
13397,2,113,242,2020,3,1
13398,2,94,106,2020,2,2
13399,2,99,102,2020,1,3
13400,2,230,97,2020,2,2
13401,2,105,111,2020,2,2
13402,2,96,104,2020,1,2
13403,2,98,107,2020,2,2
13404,2,106,113,2020,3,1
13405,2,101,221,2020,2,0
13406,2,110,94,2020,1,1
13407,2,242,95,2020,0,3
13408,2,116,243,2020,0,0
13409,2,99,96,2020,0,0
13410,2,107,242,2020,6,2
13411,2,113,101,2020,3,0
13412,2,221,106,2020,0,4
13413,2,104,98,2020,3,3
13414,2,102,116,2020,3,0
13415,2,95,94,2020,2,1
13416,2,111,230,2020,3,1
13417,2,243,110,2020,1,3
13418,2,97,105,2020,1,1
13419,2,116,104,2020,1,1
13420,2,242,221,2020,2,1
13421,2,110,113,2020,2,0
13422,2,101,243,2020,2,1
13423,2,98,96,2020,2,1
13424,2,111,97,2020,5,1
13425,2,105,99,2020,2,1
13426,2,230,102,2020,2,3
13427,2,95,106,2020,2,2
13428,2,94,107,2020,1,1
13429,2,107,97,2020,1,0
13430,2,106,110,2020,0,0
13431,2,96,116,2020,2,1
13432,2,243,242,2020,3,1
13433,2,230,105,2020,2,1
13434,2,102,101,2020,1,2
13435,2,104,111,2020,1,2
13436,2,221,95,2020,1,6
13437,2,113,94,2020,1,1
13438,2,99,98,2020,2,1
13439,2,97,243,2020,3,2
13440,2,111,107,2020,1,1
13441,2,101,106,2020,0,3
13442,2,98,102,2020,2,0
13443,2,105,104,2020,2,0
13444,2,95,110,2020,2,1
13445,2,221,113,2020,1,1
13446,2,94,96,2020,1,5
13447,2,116,99,2020,0,1
13448,2,242,230,2020,1,2
13449,2,116,98,2020,2,0
13450,2,106,105,2020,2,0
13451,2,110,97,2020,4,0
13452,2,94,221,2020,3,0
13453,2,99,243,2020,1,2
13454,2,113,95,2020,2,3
13455,2,104,101,2020,5,0
13456,2,102,111,2020,1,4
13457,2,230,107,2020,1,2
13458,2,96,242,2020,2,0
13459,2,107,106,2020,0,2
13460,2,221,110,2020,1,3
13461,2,104,99,2020,0,1
13462,2,105,96,2020,3,1
13463,2,97,113,2020,1,1
13464,2,111,116,2020,3,0
13465,2,242,102,2020,1,1
13466,2,101,94,2020,3,0
13467,2,98,95,2020,1,3
13468,2,243,230,2020,3,4
13977,5,176,168,2020,0,0
13978,5,181,167,2020,0,1
13979,5,160,163,2020,1,1
13980,5,179,225,2020,3,1
13982,5,171,177,2020,2,2
13984,5,170,210,2020,2,1
13985,5,235,241,2020,4,0
13987,5,167,176,2020,0,2
13988,5,241,164,2020,2,3
13989,5,210,161,2020,1,0
13990,5,178,181,2020,4,1
13991,5,180,171,2020,0,1
13992,5,168,235,2020,2,1
13993,5,177,160,2020,0,1
13994,5,163,166,2020,2,1
13995,5,175,179,2020,2,0
13996,5,225,170,2020,0,2
14086,1,228,83,2020,0,3
14087,1,78,74,2020,1,0
14088,1,92,89,2021,0,1
14089,1,88,71,2021,2,0
14090,1,87,245,2020,4,3
14091,1,81,86,2020,0,2
14092,1,76,75,2020,0,3
14093,1,82,72,2020,0,1
14094,1,238,229,2020,0,2
14095,1,220,80,2020,1,3
14096,1,72,76,2020,5,2
14097,1,245,228,2020,4,3
14098,1,89,78,2020,1,3
14099,1,83,81,2020,2,1
14100,1,74,82,2020,2,5
14101,1,86,220,2020,0,3
14102,1,80,87,2020,0,2
14103,1,75,92,2020,4,2
14104,1,71,238,2020,1,0
14105,1,229,88,2020,1,3
14106,1,220,89,2020,2,3
14107,1,78,72,2020,1,2
14108,1,76,80,2020,3,3
14109,1,92,74,2020,0,1
14110,1,238,245,2020,0,1
14111,1,82,86,2020,1,1
14112,1,88,75,2020,2,5
14113,1,81,229,2020,4,0
14114,1,228,71,2020,0,3
14115,1,87,83,2020,3,1
14116,2,110,113,2020,1,0
14117,2,94,95,2020,0,0
14118,2,230,105,2020,0,2
14119,2,101,115,2020,4,1
14120,2,104,116,2020,1,1
14121,2,98,102,2020,3,0
14122,2,111,97,2020,2,0
14123,2,113,107,2020,2,4
14124,2,116,96,2020,0,2
14125,2,102,222,2020,2,3
14126,2,106,110,2020,4,3
14127,2,260,104,2020,1,4
14128,2,105,101,2020,6,0
14129,2,94,99,2020,1,0
14130,2,115,111,2020,0,2
14131,2,95,98,2020,2,2
14132,2,97,230,2020,4,1
14133,2,222,106,2020,2,5
14134,2,99,260,2020,0,2
14135,2,96,107,2020,1,4
14136,4,156,152,2020,0,0
14137,4,155,147,2020,2,0
14138,4,261,157,2020,0,2
14139,4,158,153,2020,0,1
14140,4,231,140,2020,1,1
14141,4,148,207,2021,3,0
14142,4,150,142,2021,2,0
14143,4,154,232,2020,1,1
14144,4,146,151,2020,4,2
14145,4,142,157,2020,1,0
14146,4,154,156,2020,2,1
14147,4,152,146,2020,2,1
14148,4,232,261,2020,0,2
14149,4,151,143,2021,1,1
14150,4,138,207,2021,2,0
14151,4,155,158,2020,2,1
14152,4,140,150,2020,0,0
14153,4,153,231,2020,2,0
14154,4,158,142,2020,0,0
14155,4,143,155,2020,6,1
14156,4,148,154,2020,4,0
14157,4,153,150,2020,2,3
14158,4,156,147,2020,1,2
14159,4,261,138,2020,1,3
14160,4,157,151,2020,1,3
14161,4,146,232,2020,1,1
14162,4,231,152,2020,1,1
14163,4,207,140,2020,0,3
14164,4,147,261,2020,0,1
14165,4,152,148,2020,0,3
14166,4,156,207,2020,0,1
14167,4,142,153,2020,3,0
14168,4,232,143,2020,0,0
14169,4,150,231,2020,1,0
14170,4,140,146,2020,0,1
14171,4,138,151,2020,1,0
14172,4,154,158,2020,3,1
14173,3,117,124,2020,8,0
14174,3,132,262,2020,1,1
14175,3,240,121,2020,1,3
14176,3,134,120,2020,2,3
14177,3,123,122,2020,1,4
14178,3,133,135,2020,2,3
14179,3,129,130,2020,3,0
14180,3,136,125,2020,3,1
14181,3,131,119,2020,0,0
14182,3,122,132,2020,1,3
14183,3,125,133,2020,1,4
14184,3,121,129,2020,2,0
14185,3,262,134,2020,1,0
14186,3,130,240,2020,1,1
14187,3,119,136,2020,1,1
14188,3,124,123,2020,1,3
14189,3,120,117,2020,4,1
14190,3,135,131,2020,1,1
14191,5,176,178,2020,0,0
14192,5,166,170,2020,3,1
14193,5,175,225,2020,2,0
14194,5,160,180,2020,1,0
14195,5,179,210,2020,2,3
14196,5,181,241,2020,0,2
14197,5,167,177,2020,1,0
14198,5,235,163,2020,2,4
14199,5,171,168,2020,2,1
14200,5,161,164,2020,0,1
14201,5,166,178,2020,2,1
14202,5,161,180,2020,1,0
14203,5,164,175,2020,0,2
14204,5,178,235,2020,0,0
14205,5,210,176,2020,2,1
14206,5,163,171,2020,2,1
14207,5,170,161,2020,0,3
14208,5,225,181,2020,1,0
14209,5,180,177,2020,2,1
14210,5,166,167,2020,4,1
14211,5,241,179,2020,3,2
14212,5,168,175,2020,2,2
14213,5,164,160,2020,1,1
14214,5,160,168,2020,2,0
14215,5,175,163,2020,0,3
14216,5,164,180,2020,1,1
14217,5,176,170,2020,0,0
14218,5,181,166,2020,2,2
14219,5,167,241,2020,3,2
14220,5,171,225,2020,3,2
14221,5,235,210,2020,1,1
14222,5,179,178,2020,1,1
14223,5,177,161,2020,0,2
14465,1,83,238,2020,2,1
14466,1,71,87,2020,7,2
14467,1,80,78,2020,4,0
14468,1,72,220,2020,4,2
14469,1,245,88,2020,1,1
14470,1,75,81,2020,0,3
14471,1,89,82,2020,1,6
14472,1,86,92,2020,3,1
14473,1,74,76,2020,2,0
14474,1,229,228,2020,1,0
14475,1,80,74,2020,3,3
14476,1,78,220,2020,1,1
14477,1,72,87,2020,2,2
14478,1,245,229,2020,0,1
14479,1,75,71,2020,0,1
14480,1,88,83,2020,1,0
14481,1,86,89,2020,1,4
14482,1,238,228,2020,1,1
14483,1,82,81,2020,3,3
14484,1,76,92,2020,0,0
14485,1,83,75,2020,0,1
14486,1,71,245,2020,0,3
14487,1,220,76,2020,1,1
14488,1,92,82,2020,0,1
14489,1,228,78,2020,1,2
14490,1,87,238,2020,2,1
14491,1,89,80,2020,0,0
14492,1,74,72,2020,2,0
14493,1,81,88,2020,1,1
14494,1,229,86,2020,1,1
14495,1,71,74,2020,3,4
14496,1,92,80,2020,0,3
14497,1,228,76,2020,2,0
14498,1,245,75,2020,1,4
14499,1,87,81,2020,2,1
14500,1,89,83,2020,0,1
14501,1,86,72,2020,2,1
14502,1,238,88,2020,0,1
14503,1,82,220,2020,2,1
14504,1,229,78,2020,2,0
14505,1,83,71,2020,0,3
14506,1,220,92,2020,0,0
14507,1,80,238,2020,4,1
14508,1,78,245,2020,4,1
14509,1,72,89,2020,1,3
14510,1,75,229,2020,1,0
14511,1,88,87,2020,1,1
14512,1,74,86,2020,2,0
14513,1,76,82,2020,0,1
14514,1,81,228,2020,1,0
14515,1,71,220,2020,1,2
14516,1,92,78,2020,1,0
14517,1,228,72,2020,2,3
14518,1,245,83,2020,0,0
14519,1,87,75,2020,3,0
14520,1,89,76,2020,1,0
14521,1,86,80,2020,0,2
14522,1,238,81,2020,0,1
14523,1,82,88,2020,2,0
14524,1,229,74,2020,1,1
14525,1,83,229,2020,1,2
14526,1,81,71,2020,2,1
14527,1,76,238,2020,1,0
14528,1,220,87,2020,1,1
14529,1,80,82,2020,0,0
14530,1,78,86,2020,0,2
14531,1,72,245,2020,0,1
14532,1,75,228,2020,1,2
14533,1,88,92,2020,5,0
14534,1,74,89,2020,2,3
14535,1,71,86,2021,2,0
14536,1,220,74,2020,1,2
14537,1,92,72,2020,1,1
14538,1,80,245,2020,3,1
14539,1,87,229,2020,4,0
14540,1,88,228,2020,2,0
14541,1,238,75,2020,1,2
14542,1,82,83,2020,2,0
14543,1,76,78,2020,1,5
14544,1,81,89,2020,1,3
14545,1,78,82,2020,1,1
14546,1,72,80,2020,1,0
14547,1,228,87,2020,1,1
14548,1,245,81,2020,1,2
14549,1,89,88,2020,0,0
14550,1,86,76,2020,2,1
14551,1,74,238,2020,3,0
14552,1,229,71,2020,0,1
14553,1,75,220,2020,3,0
14554,1,83,92,2020,0,1
14555,1,83,74,2020,1,1
14556,1,71,92,2020,0,0
14557,1,228,220,2020,0,0
14558,1,245,86,2020,5,2
14559,1,75,72,2020,0,2
14560,1,238,89,2020,2,3
14561,1,81,78,2020,1,1
14562,1,229,80,2020,2,1
14563,1,87,82,2020,2,1
14564,1,88,76,2020,1,1
14565,1,220,238,2020,1,1
14566,1,92,229,2020,2,1
14567,1,80,81,2020,3,0
14568,1,78,87,2020,0,7
14569,1,72,83,2020,2,1
14570,1,89,245,2020,6,2
14571,1,86,228,2020,1,1
14572,1,74,88,2020,0,1
14573,1,82,75,2020,0,2
14574,1,76,71,2020,0,3
14575,1,83,80,2020,3,1
14576,1,71,78,2020,3,0
14577,1,228,74,2020,0,0
14578,1,245,92,2020,1,0
14579,1,75,89,2020,2,2
14580,1,87,76,2020,1,1
14581,1,88,86,2020,2,0
14582,1,238,72,2020,0,1
14583,1,81,220,2020,2,2
14584,1,229,82,2020,1,1
14585,1,220,83,2020,0,1
14586,1,80,71,2020,1,1
14587,1,92,238,2020,1,0
14588,1,74,81,2020,0,0
14589,1,82,228,2021,1,1
14590,1,76,245,2020,0,5
14591,1,86,87,2020,0,0
14592,1,89,229,2020,1,0
14593,1,72,88,2021,1,3
14594,1,78,75,2020,1,1
14595,1,72,81,2021,0,1
14596,1,89,71,2021,2,1
14597,1,86,75,2021,1,2
14598,1,74,87,2021,1,0
14599,1,82,245,2021,3,0
14600,1,76,83,2021,0,4
14601,1,220,229,2021,3,3
14602,1,92,228,2021,1,1
14603,1,80,88,2021,1,3
14604,1,78,238,2021,2,0
14605,1,83,78,2021,0,0
14606,1,71,82,2021,0,2
14607,1,228,89,2021,1,2
14608,1,245,74,2021,3,0
14609,1,75,80,2021,2,0
14610,1,238,86,2021,1,0
14611,1,81,76,2021,2,1
14612,1,229,72,2021,1,2
14613,1,87,92,2021,0,1
14614,1,88,220,2021,1,0
14615,1,83,86,2021,3,0
14616,1,71,72,2021,0,0
14617,1,228,80,2021,0,1
14618,1,245,220,2021,0,1
14619,1,75,74,2021,2,0
14620,1,87,89,2021,0,0
14621,1,88,78,2021,4,0
14622,1,238,82,2021,1,3
14623,1,81,92,2021,1,0
14624,1,229,76,2021,2,3
14625,1,220,228,2021,0,0
14626,1,92,71,2021,3,2
14627,1,72,75,2021,1,1
14628,1,89,238,2021,1,2
14629,1,76,88,2021,0,5
14630,1,80,229,2021,0,0
14631,1,86,245,2021,1,2
14632,1,74,83,2021,1,3
14633,1,82,87,2021,1,3
14634,1,78,81,2021,2,3
14635,1,83,89,2021,0,0
14636,1,220,82,2021,1,0
14637,1,80,92,2021,2,0
14638,1,78,229,2021,1,0
14639,1,81,87,2021,1,3
14640,1,76,228,2021,2,2
14641,1,74,71,2021,0,1
14642,1,88,238,2021,1,0
14643,1,75,245,2021,1,3
14644,1,72,86,2021,0,2
14645,1,71,81,2021,1,3
14646,1,92,88,2021,0,2
14647,1,228,75,2021,0,2
14648,1,245,72,2021,1,2
14649,1,238,76,2021,2,1
14650,1,229,83,2021,2,1
14651,1,89,74,2021,9,0
14652,1,86,78,2021,1,2
14653,1,82,80,2021,0,1
14654,1,87,220,2021,0,1
14655,1,71,83,2021,1,0
14656,1,92,220,2021,1,1
14657,1,228,81,2021,0,0
14658,1,245,78,2021,2,0
14659,1,87,88,2021,1,4
14660,1,89,72,2021,3,3
14661,1,86,74,2021,3,2
14662,1,238,80,2021,1,2
14663,1,82,76,2021,2,0
14664,1,229,75,2021,0,0
14665,1,83,245,2021,4,2
14666,1,220,71,2021,0,0
14667,1,80,86,2021,2,0
14668,1,78,92,2021,0,3
14669,1,72,228,2021,0,2
14670,1,75,87,2021,3,1
14671,1,88,82,2021,3,0
14672,1,74,229,2021,1,2
14673,1,76,89,2021,1,1
14674,1,81,238,2021,3,0
14675,1,83,88,2021,0,1
14676,1,71,75,2021,1,2
14677,1,220,78,2021,1,2
14678,1,92,76,2021,0,0
14679,1,228,238,2021,1,0
14680,1,87,72,2021,0,2
14681,1,89,86,2021,3,1
14682,1,74,80,2021,1,1
14683,1,81,82,2021,2,1
14684,1,229,245,2021,1,0
14685,1,80,89,2021,0,0
14686,1,72,74,2021,1,0
14687,1,78,228,2021,0,0
14688,1,86,229,2021,1,1
14689,1,88,81,2021,2,1
14690,1,75,83,2021,1,3
14691,1,245,71,2021,0,1
14692,1,76,220,2021,1,0
14693,1,82,92,2021,4,0
14694,1,238,87,2021,0,2
14695,1,71,229,2021,0,0
14696,1,220,75,2021,1,2
14697,1,92,83,2021,1,1
14698,1,80,72,2021,2,0
14699,1,87,228,2021,0,1
14700,1,88,89,2021,0,2
14701,1,238,74,2021,0,2
14702,1,82,78,2021,4,1
14703,1,76,86,2021,0,0
14704,1,81,245,2021,2,0
14705,1,83,82,2021,2,1
14706,1,78,76,2021,1,0
14707,1,72,92,2021,1,2
14708,1,228,88,2021,0,3
14709,1,245,80,2021,0,0
14710,1,75,238,2021,5,0
14711,1,89,81,2021,1,0
14712,1,86,71,2021,1,1
14713,1,74,220,2021,1,2
14714,1,229,87,2021,0,1
14715,1,220,86,2021,3,0
14716,1,92,75,2021,1,1
14717,1,78,89,2021,0,0
14718,1,228,245,2021,1,2
14719,1,87,80,2021,0,1
14720,1,88,229,2021,4,1
14721,1,238,71,2021,1,0
14722,1,82,74,2021,2,1
14723,1,76,72,2021,0,1
14724,1,81,83,2021,3,3
14725,1,83,87,2021,0,3
14726,1,71,228,2021,3,1
14727,1,80,76,2021,2,5
14728,1,72,78,2021,1,1
14729,1,245,238,2021,2,1
14730,1,75,88,2021,0,2
14731,1,89,220,2021,2,1
14732,1,86,82,2021,2,2
14733,1,74,92,2021,3,2
14734,1,229,81,2021,2,3
14735,1,220,72,2021,0,0
14736,1,92,86,2021,1,2
14737,1,78,80,2021,1,4
14738,1,228,229,2021,0,1
14739,1,87,71,2021,2,1
14740,1,88,245,2021,1,2
14741,1,238,83,2021,0,3
14742,1,82,89,2021,1,3
14743,1,76,74,2021,3,0
14744,1,81,75,2021,3,2
14745,1,83,228,2021,1,1
14746,1,71,88,2021,1,2
14747,1,80,220,2021,0,0
14748,1,72,82,2021,2,2
14749,1,245,87,2021,1,1
14750,1,75,76,2021,3,0
14751,1,89,92,2021,3,1
14752,1,86,81,2021,3,2
14753,1,74,78,2021,3,1
14754,1,229,238,2021,1,0
14755,1,83,72,2021,0,1
14756,1,71,76,2021,2,2
14757,1,228,82,2021,0,1
14758,1,245,89,2021,0,0
14759,1,75,78,2021,2,1
14760,1,87,86,2021,1,1
14761,1,88,74,2021,5,2
14762,1,238,220,2021,1,0
14763,1,81,80,2021,0,1
14764,1,229,92,2021,0,4
14765,1,220,245,2021,2,0
14766,1,92,81,2021,1,2
14767,1,80,228,2021,2,0
14768,1,78,88,2021,0,2
14769,1,72,71,2021,1,2
14770,1,89,87,2021,2,4
14771,1,86,83,2021,0,2
14772,1,74,75,2021,1,1
14773,1,82,238,2021,4,0
14774,1,76,229,2021,1,1
14775,1,83,76,2021,3,1
14776,1,71,89,2021,1,3
14777,1,228,92,2021,0,2
14778,1,245,82,2021,3,1
14779,1,75,86,2021,2,4
14780,1,87,74,2021,2,0
14781,1,88,80,2021,1,2
14782,1,238,78,2021,0,2
14783,1,81,72,2021,0,1
14784,1,229,220,2021,2,1
14785,1,220,81,2021,1,1
14786,1,92,245,2021,0,4
14787,1,72,238,2021,0,1
14788,1,89,75,2021,1,2
14789,1,76,87,2021,1,2
14790,1,80,83,2021,0,1
14791,1,86,88,2021,3,4
14792,1,74,228,2021,3,1
14793,1,82,229,2021,2,0
14794,1,78,71,2021,3,2
14795,1,220,88,2021,3,2
14796,1,92,87,2021,0,3
14797,1,80,75,2021,2,1
14798,1,78,83,2021,1,3
14799,1,72,229,2021,1,0
14800,1,89,228,2021,1,1
14801,1,86,238,2021,1,0
14802,1,74,245,2021,0,2
14803,1,82,71,2021,1,2
14804,1,76,81,2021,1,3
